text_index,emotion,polarity,subjectivity,text
4029,joy,0.90625,0.875,Great value for money! Very satisfied!
4030,sadness,-0.5625,0.30000000000000004,Broken after one week! Useless product!
4031,sadness,-1.0,0.9750000000000001,Very disappointed! Does not work as advertised!
4032,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
4033,joy,0.65625,0.625,This is exactly what I was looking for! Perfect!
4034,sadness,-0.625,0.6,Poor quality control! Avoid this product!
4035,joy,0.5,0.35,Absolutely love it! Worth every penny!
4036,sadness,-0.59375,0.5375000000000001,Not worth the price! Very disappointed!
4037,joy,0.7500000000000001,0.9,Exceeded my expectations! Amazing product!
4038,sadness,-0.8749999999999998,0.6666666666666666,Defective product! Bad customer support!
4039,joy,0.7500000000000001,0.9,Exceeded my expectations! Amazing product!
4040,neutral,0.16666666666666666,0.6666666666666666,Decent value for the price.
4041,joy,0.9,0.875,Great service and excellent quality! 👏
4042,joy,1.0,1.0,Really impressed with the features and performance!
4043,neutral,0.0,0.125,Functionality is basic but sufficient.
4044,anger,0.6,0.42000000000000004,Best purchase I've made this year! Highly recommended!
4045,joy,0.9,0.875,Great service and excellent quality! 👏
4046,joy,0.9,0.875,Great service and excellent quality! 👏
4047,neutral,0.0,0.125,Functionality is basic but sufficient.
4048,joy,0.90625,0.875,Great value for money! Very satisfied!
4049,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
4050,sadness,-0.6375,0.6333333333333333,Poor quality and bad customer service!
4051,sadness,-1.0,0.9750000000000001,Very disappointed! Does not work as advertised!
4052,joy,0.5,0.9,Fantastic experience with customer support!
4053,joy,0.7500000000000001,0.9,Exceeded my expectations! Amazing product!
4054,joy,0.90625,0.875,Great value for money! Very satisfied!
4055,joy,1.0,1.0,Really impressed with the features and performance!
4056,sadness,-0.8749999999999998,0.6666666666666666,Defective product! Bad customer support!
4057,neutral,-0.075,0.26249999999999996,"Average quality, meets basic expectations."
4058,sadness,-1.0,0.9750000000000001,Very disappointed! Does not work as advertised!
4059,neutral,0.0,0.0,Product meets minimum requirements.
4060,joy,0.7083333333333334,0.75,Nothing impressive but works fine.
4061,joy,0.5,0.9,Fantastic experience with customer support!
4062,sadness,-0.59375,0.5375000000000001,Not worth the price! Very disappointed!
4063,joy,0.5,0.9,Fantastic experience with customer support!
4064,neutral,0.0,0.125,Functionality is basic but sufficient.
4065,neutral,0.0,0.0,Product meets minimum requirements.
4066,neutral,-0.08333333333333333,0.25,Typical product with standard features.
4067,joy,0.7500000000000001,0.9,Exceeded my expectations! Amazing product!
4068,joy,0.7500000000000001,0.9,Exceeded my expectations! Amazing product!
4069,neutral,-0.075,0.19999999999999998,Average experience overall.
4070,anger,0.6,0.42000000000000004,Best purchase I've made this year! Highly recommended!
4071,sadness,-0.8749999999999998,0.6666666666666666,Defective product! Bad customer support!
4072,neutral,0.16666666666666666,0.6666666666666666,Decent value for the price.
4073,sadness,-0.625,0.6,Poor quality control! Avoid this product!
4074,joy,0.5,0.5,"It works as described, nothing more."
4075,neutral,0.0,0.125,Functionality is basic but sufficient.
4076,neutral,0.16666666666666666,0.6666666666666666,Decent value for the price.
4077,joy,0.4285714285714286,0.5357142857142857,"The product is okay, nothing special."
4078,anger,0.6,0.42000000000000004,Best purchase I've made this year! Highly recommended!
4079,joy,0.4285714285714286,0.5357142857142857,"The product is okay, nothing special."
4080,neutral,0.0,0.0,Product meets minimum requirements.
4081,joy,0.4285714285714286,0.5357142857142857,"The product is okay, nothing special."
4082,joy,0.5,0.35,Absolutely love it! Worth every penny!
4083,sadness,-0.625,0.6,Poor quality control! Avoid this product!
4084,joy,0.7083333333333334,0.75,Nothing impressive but works fine.
4085,joy,0.4285714285714286,0.5357142857142857,"The product is okay, nothing special."
4086,joy,1.0,1.0,Really impressed with the features and performance!
4087,neutral,-0.08333333333333333,0.25,Typical product with standard features.
4088,neutral,-0.075,0.19999999999999998,Average experience overall.
4089,sadness,-0.625,0.5,Terrible experience! Waste of money! 😡
4090,joy,0.7083333333333334,0.75,Nothing impressive but works fine.
4091,joy,0.90625,0.875,Great value for money! Very satisfied!
4092,sadness,-0.8125,0.78,Very poor quality! Not recommended at all!
4093,joy,1.0,1.0,Really impressed with the features and performance!
4094,sadness,-1.0,0.9750000000000001,Very disappointed! Does not work as advertised!
4095,neutral,0.0,0.125,Functionality is basic but sufficient.
4096,sadness,-0.8125,0.78,Very poor quality! Not recommended at all!
4097,neutral,-0.075,0.26249999999999996,"Average quality, meets basic expectations."
4098,sadness,-0.8125,0.78,Very poor quality! Not recommended at all!
4099,neutral,0.16666666666666666,0.6666666666666666,Decent value for the price.
4100,neutral,-0.075,0.2,Complete waste of time and money! 😤
4101,sadness,-0.625,0.6,Poor quality control! Avoid this product!
4102,joy,0.7500000000000001,0.9,Exceeded my expectations! Amazing product!
4103,joy,0.5,0.35,Absolutely love it! Worth every penny!
4104,joy,0.7083333333333334,0.75,Nothing impressive but works fine.
4105,neutral,0.0,0.125,Functionality is basic but sufficient.
4106,sadness,-0.6375,0.6333333333333333,Poor quality and bad customer service!
4107,sadness,-0.8125,0.78,Very poor quality! Not recommended at all!
4108,neutral,0.16666666666666666,0.6666666666666666,Decent value for the price.
4109,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
4110,neutral,0.0,0.0,Product meets minimum requirements.
4111,joy,0.5,0.5,"It works as described, nothing more."
4112,joy,0.4285714285714286,0.5357142857142857,"The product is okay, nothing special."
4113,joy,0.65625,0.625,This is exactly what I was looking for! Perfect!
4114,sadness,-1.0,1.0,Worst purchase ever! Don't buy this!
4115,joy,0.7083333333333334,0.75,Nothing impressive but works fine.
4116,joy,1.0,1.0,Really impressed with the features and performance!
4117,neutral,0.0,0.125,Functionality is basic but sufficient.
4118,sadness,-0.8749999999999998,0.6666666666666666,Defective product! Bad customer support!
4119,neutral,-0.075,0.26249999999999996,"Average quality, meets basic expectations."
4120,sadness,-1.0,1.0,Worst purchase ever! Don't buy this!
4121,anger,0.6,0.42000000000000004,Best purchase I've made this year! Highly recommended!
4122,joy,0.90625,0.875,Great value for money! Very satisfied!
4123,joy,1.0,1.0,Really impressed with the features and performance!
4124,sadness,-1.0,0.9750000000000001,Very disappointed! Does not work as advertised!
4125,neutral,-0.075,0.19999999999999998,Average experience overall.
4126,sadness,-0.625,0.6,Poor quality control! Avoid this product!
4127,neutral,-0.075,0.26249999999999996,"Average quality, meets basic expectations."
4128,sadness,-0.6375,0.6333333333333333,Poor quality and bad customer service!
4129,joy,0.65625,0.625,This is exactly what I was looking for! Perfect!
4130,sadness,-0.5625,0.30000000000000004,Broken after one week! Useless product!
4131,joy,0.7500000000000001,0.9,Exceeded my expectations! Amazing product!
4132,anger,0.6,0.42000000000000004,Best purchase I've made this year! Highly recommended!
4133,sadness,-0.8125,0.78,Very poor quality! Not recommended at all!
4134,neutral,0.16666666666666666,0.6666666666666666,Decent value for the price.
4135,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
4136,sadness,-0.625,0.5,Terrible experience! Waste of money! 😡
4137,neutral,0.16666666666666666,0.6666666666666666,Decent value for the price.
4138,sadness,-0.625,0.6,Poor quality control! Avoid this product!
4139,neutral,-0.075,0.2,Complete waste of time and money! 😤
4140,anger,0.6,0.42000000000000004,Best purchase I've made this year! Highly recommended!
4141,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
4142,sadness,-0.8125,0.78,Very poor quality! Not recommended at all!
4143,joy,0.9,0.875,Great service and excellent quality! 👏
4144,joy,0.4285714285714286,0.5357142857142857,"The product is okay, nothing special."
4145,sadness,-0.625,0.6,Poor quality control! Avoid this product!
4146,sadness,-0.59375,0.5375000000000001,Not worth the price! Very disappointed!
4147,joy,0.4285714285714286,0.5357142857142857,"The product is okay, nothing special."
4148,joy,0.4285714285714286,0.5357142857142857,"The product is okay, nothing special."
4149,sadness,-0.5625,0.30000000000000004,Broken after one week! Useless product!
4150,neutral,-0.075,0.2,Complete waste of time and money! 😤
4151,sadness,-0.6375,0.6333333333333333,Poor quality and bad customer service!
4152,sadness,-1.0,0.9750000000000001,Very disappointed! Does not work as advertised!
4153,sadness,-0.625,0.6,Poor quality control! Avoid this product!
4154,sadness,-0.8749999999999998,0.6666666666666666,Defective product! Bad customer support!
4155,sadness,-0.8749999999999998,0.6666666666666666,Defective product! Bad customer support!
4156,sadness,-0.8749999999999998,0.6666666666666666,Defective product! Bad customer support!
4157,anger,0.6,0.42000000000000004,Best purchase I've made this year! Highly recommended!
4158,sadness,-0.8125,0.78,Very poor quality! Not recommended at all!
4159,joy,0.65625,0.625,This is exactly what I was looking for! Perfect!
4160,sadness,-0.5625,0.30000000000000004,Broken after one week! Useless product!
4161,sadness,-0.5625,0.30000000000000004,Broken after one week! Useless product!
4162,joy,0.7500000000000001,0.9,Exceeded my expectations! Amazing product!
4163,joy,1.0,1.0,Really impressed with the features and performance!
4164,joy,0.90625,0.875,Great value for money! Very satisfied!
4165,joy,0.65625,0.625,This is exactly what I was looking for! Perfect!
4166,sadness,-1.0,1.0,Worst purchase ever! Don't buy this!
4167,joy,0.6875,0.75,I love this product! It's amazing! 😍
4168,sadness,-0.8125,0.78,Very poor quality! Not recommended at all!
4169,joy,0.5,0.5,"It works as described, nothing more."
4170,sadness,-1.0,0.9750000000000001,Very disappointed! Does not work as advertised!
4171,sadness,-0.59375,0.5375000000000001,Not worth the price! Very disappointed!
4172,neutral,0.0,0.0,Product meets minimum requirements.
4173,sadness,-1.0,0.9750000000000001,Very disappointed! Does not work as advertised!
4174,neutral,-0.08333333333333333,0.25,Typical product with standard features.
4175,sadness,-1.0,0.9750000000000001,Very disappointed! Does not work as advertised!
4176,neutral,0.16666666666666666,0.6666666666666666,Decent value for the price.
4177,sadness,-0.8125,0.78,Very poor quality! Not recommended at all!
4178,joy,0.5,0.35,Absolutely love it! Worth every penny!
4179,neutral,-0.075,0.2,Complete waste of time and money! 😤
4180,sadness,-1.0,0.9750000000000001,Very disappointed! Does not work as advertised!
4181,anger,0.6,0.42000000000000004,Best purchase I've made this year! Highly recommended!
4182,sadness,-0.8125,0.78,Very poor quality! Not recommended at all!
4183,neutral,-0.08333333333333333,0.25,Typical product with standard features.
4184,neutral,-0.08333333333333333,0.25,Typical product with standard features.
4185,joy,0.5,0.35,Absolutely love it! Worth every penny!
4186,sadness,-0.5625,0.30000000000000004,Broken after one week! Useless product!
4187,sadness,-0.8125,0.78,Very poor quality! Not recommended at all!
4188,sadness,-0.625,0.6,Poor quality control! Avoid this product!
4189,sadness,-0.625,0.6,Poor quality control! Avoid this product!
4190,joy,0.9,0.875,Great service and excellent quality! 👏
4191,neutral,0.16666666666666666,0.6666666666666666,Decent value for the price.
4192,sadness,-0.8125,0.78,Very poor quality! Not recommended at all!
4193,anger,0.6,0.42000000000000004,Best purchase I've made this year! Highly recommended!
4194,sadness,-0.5625,0.30000000000000004,Broken after one week! Useless product!
4195,joy,0.5,0.35,Absolutely love it! Worth every penny!
4196,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
4197,joy,0.5,0.9,Fantastic experience with customer support!
4198,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
4199,joy,0.5,0.5,"It works as described, nothing more."
4200,sadness,-0.8125,0.78,Very poor quality! Not recommended at all!
4201,joy,0.4285714285714286,0.5357142857142857,"The product is okay, nothing special."
4202,sadness,-0.8125,0.78,Very poor quality! Not recommended at all!
4203,joy,0.7083333333333334,0.75,Nothing impressive but works fine.
4204,sadness,-1.0,1.0,Worst purchase ever! Don't buy this!
4205,joy,0.4285714285714286,0.5357142857142857,"The product is okay, nothing special."
4206,joy,0.90625,0.875,Great value for money! Very satisfied!
4207,sadness,-1.0,0.9750000000000001,Very disappointed! Does not work as advertised!
4208,neutral,0.0,0.125,Functionality is basic but sufficient.
4209,neutral,0.0,0.125,Functionality is basic but sufficient.
4210,neutral,-0.075,0.26249999999999996,"Average quality, meets basic expectations."
4211,joy,0.9,0.875,Great service and excellent quality! 👏
4212,joy,0.6875,0.75,I love this product! It's amazing! 😍
4213,joy,0.7083333333333334,0.75,Nothing impressive but works fine.
4214,joy,0.5,0.5,"It works as described, nothing more."
4215,neutral,-0.075,0.26249999999999996,"Average quality, meets basic expectations."
4216,neutral,-0.075,0.2,Complete waste of time and money! 😤
4217,sadness,-1.0,1.0,Worst purchase ever! Don't buy this!
4218,joy,0.5,0.5,"It works as described, nothing more."
4219,neutral,-0.08333333333333333,0.25,Typical product with standard features.
4220,sadness,-1.0,0.9750000000000001,Very disappointed! Does not work as advertised!
4221,joy,0.9,0.875,Great service and excellent quality! 👏
4222,anger,0.6,0.42000000000000004,Best purchase I've made this year! Highly recommended!
4223,joy,1.0,1.0,Really impressed with the features and performance!
4224,neutral,0.0,0.0,Product meets minimum requirements.
4225,sadness,-1.0,1.0,Worst purchase ever! Don't buy this!
4226,sadness,-1.0,0.9750000000000001,Very disappointed! Does not work as advertised!
4227,sadness,-0.6375,0.6333333333333333,Poor quality and bad customer service!
4228,joy,0.375,0.7375,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
4229,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
4230,neutral,-0.075,0.2,Complete waste of time and money! 😤
4231,joy,0.5,0.9,Fantastic experience with customer support!
4232,neutral,-0.08333333333333333,0.25,Typical product with standard features.
4233,neutral,-0.075,0.2,Complete waste of time and money! 😤
4234,neutral,-0.075,0.2,Complete waste of time and money! 😤
4235,neutral,-0.075,0.2,Complete waste of time and money! 😤
4236,joy,0.5,0.9,Fantastic experience with customer support!
4237,joy,0.4285714285714286,0.5357142857142857,"The product is okay, nothing special."
4238,neutral,0.16666666666666666,0.6666666666666666,Decent value for the price.
4239,joy,0.9,0.875,Great service and excellent quality! 👏
4240,anger,0.6,0.42000000000000004,Best purchase I've made this year! Highly recommended!
4241,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
4242,joy,0.375,0.7375,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
4243,sadness,-0.5625,0.30000000000000004,Broken after one week! Useless product!
4244,joy,0.90625,0.875,Great value for money! Very satisfied!
4245,sadness,-0.5625,0.30000000000000004,Broken after one week! Useless product!
4246,sadness,-0.625,0.5,Terrible experience! Waste of money! 😡
4247,joy,1.0,1.0,Really impressed with the features and performance!
4248,anger,0.6,0.42000000000000004,Best purchase I've made this year! Highly recommended!
4249,joy,0.375,0.7375,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
4250,joy,0.7083333333333334,0.75,Nothing impressive but works fine.
4251,joy,1.0,1.0,Really impressed with the features and performance!
4252,joy,0.65625,0.625,This is exactly what I was looking for! Perfect!
4253,joy,0.6875,0.75,I love this product! It's amazing! 😍
4254,sadness,-0.5625,0.30000000000000004,Broken after one week! Useless product!
4255,joy,0.65625,0.625,This is exactly what I was looking for! Perfect!
4256,neutral,-0.075,0.2,Complete waste of time and money! 😤
4257,joy,0.9,0.875,Great service and excellent quality! 👏
4258,anger,0.6,0.42000000000000004,Best purchase I've made this year! Highly recommended!
4259,sadness,-0.59375,0.5375000000000001,Not worth the price! Very disappointed!
4260,joy,0.4285714285714286,0.5357142857142857,"The product is okay, nothing special."
4261,sadness,-0.59375,0.5375000000000001,Not worth the price! Very disappointed!
4262,joy,0.4285714285714286,0.5357142857142857,"The product is okay, nothing special."
4263,neutral,0.0,0.125,Functionality is basic but sufficient.
4264,sadness,-0.625,0.6,Poor quality control! Avoid this product!
4265,joy,0.90625,0.875,Great value for money! Very satisfied!
4266,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
4267,neutral,-0.075,0.2,Complete waste of time and money! 😤
4268,sadness,-0.8125,0.78,Very poor quality! Not recommended at all!
4269,joy,0.5,0.5,"It works as described, nothing more."
4270,joy,0.5,0.35,Absolutely love it! Worth every penny!
4271,neutral,0.0,0.0,Product meets minimum requirements.
4272,neutral,-0.075,0.26249999999999996,"Average quality, meets basic expectations."
4273,joy,0.7083333333333334,0.75,Nothing impressive but works fine.
4274,sadness,-1.0,1.0,Worst purchase ever! Don't buy this!
4275,sadness,-1.0,0.9750000000000001,Very disappointed! Does not work as advertised!
4276,joy,0.5,0.5,"It works as described, nothing more."
4277,neutral,-0.075,0.2,Complete waste of time and money! 😤
4278,sadness,-1.0,0.9750000000000001,Very disappointed! Does not work as advertised!
4279,joy,0.4285714285714286,0.5357142857142857,"The product is okay, nothing special."
4280,sadness,-1.0,1.0,Worst purchase ever! Don't buy this!
4281,joy,0.5,0.5,"It works as described, nothing more."
4282,anger,0.6,0.42000000000000004,Best purchase I've made this year! Highly recommended!
4283,neutral,-0.075,0.26249999999999996,"Average quality, meets basic expectations."
4284,neutral,-0.075,0.2,Complete waste of time and money! 😤
4285,joy,0.6875,0.75,I love this product! It's amazing! 😍
4286,neutral,-0.08333333333333333,0.25,Typical product with standard features.
4287,joy,0.7500000000000001,0.9,Exceeded my expectations! Amazing product!
4288,joy,1.0,1.0,Really impressed with the features and performance!
4289,joy,0.65625,0.625,This is exactly what I was looking for! Perfect!
4290,sadness,-1.0,1.0,Worst purchase ever! Don't buy this!
4291,joy,0.5,0.5,"It works as described, nothing more."
4292,joy,0.90625,0.875,Great value for money! Very satisfied!
4293,joy,0.7500000000000001,0.9,Exceeded my expectations! Amazing product!
4294,sadness,-0.59375,0.5375000000000001,Not worth the price! Very disappointed!
4295,neutral,0.0,0.0,Product meets minimum requirements.
4296,joy,0.5,0.5,"It works as described, nothing more."
4297,neutral,-0.075,0.2,Complete waste of time and money! 😤
4298,sadness,-0.625,0.5,Terrible experience! Waste of money! 😡
4299,neutral,-0.08333333333333333,0.25,Typical product with standard features.
4300,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
4301,neutral,-0.075,0.26249999999999996,"Average quality, meets basic expectations."
4302,sadness,-0.5625,0.30000000000000004,Broken after one week! Useless product!
4303,joy,0.90625,0.875,Great value for money! Very satisfied!
4304,joy,0.65625,0.625,This is exactly what I was looking for! Perfect!
4305,joy,0.90625,0.875,Great value for money! Very satisfied!
4306,sadness,-1.0,0.9750000000000001,Very disappointed! Does not work as advertised!
4307,sadness,-0.8125,0.78,Very poor quality! Not recommended at all!
4308,neutral,-0.075,0.19999999999999998,Average experience overall.
4309,joy,0.65625,0.625,This is exactly what I was looking for! Perfect!
4310,joy,0.9,0.875,Great service and excellent quality! 👏
4311,joy,0.5,0.35,Absolutely love it! Worth every penny!
4312,joy,0.90625,0.875,Great value for money! Very satisfied!
4313,sadness,-0.59375,0.5375000000000001,Not worth the price! Very disappointed!
4314,joy,1.0,1.0,Really impressed with the features and performance!
4315,sadness,-0.625,0.6,Poor quality control! Avoid this product!
4316,neutral,0.0,0.125,Functionality is basic but sufficient.
4317,neutral,0.0,0.125,Functionality is basic but sufficient.
4318,sadness,-0.8125,0.78,Very poor quality! Not recommended at all!
4319,neutral,0.16666666666666666,0.6666666666666666,Decent value for the price.
4320,sadness,-0.625,0.6,Poor quality control! Avoid this product!
4321,sadness,-0.59375,0.5375000000000001,Not worth the price! Very disappointed!
4322,neutral,-0.075,0.2,Complete waste of time and money! 😤
4323,sadness,-0.8125,0.78,Very poor quality! Not recommended at all!
4324,sadness,-1.0,1.0,Worst purchase ever! Don't buy this!
4325,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
4326,sadness,-0.6375,0.6333333333333333,Poor quality and bad customer service!
4327,sadness,-0.8749999999999998,0.6666666666666666,Defective product! Bad customer support!
4328,joy,1.0,1.0,Really impressed with the features and performance!
4329,joy,0.4285714285714286,0.5357142857142857,"The product is okay, nothing special."
4330,sadness,-0.8125,0.78,Very poor quality! Not recommended at all!
4331,joy,0.7083333333333334,0.75,Nothing impressive but works fine.
4332,sadness,-1.0,1.0,Worst purchase ever! Don't buy this!
4333,joy,0.6875,0.75,I love this product! It's amazing! 😍
4334,neutral,0.0,0.125,Functionality is basic but sufficient.
4335,anger,0.6,0.42000000000000004,Best purchase I've made this year! Highly recommended!
4336,neutral,0.0,0.0,Product meets minimum requirements.
4337,sadness,-0.59375,0.5375000000000001,Not worth the price! Very disappointed!
4338,sadness,-0.8749999999999998,0.6666666666666666,Defective product! Bad customer support!
4339,joy,1.0,1.0,Really impressed with the features and performance!
4340,sadness,-0.625,0.5,Terrible experience! Waste of money! 😡
4341,sadness,-0.625,0.6,Poor quality control! Avoid this product!
4342,joy,0.375,0.7375,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
4343,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
4344,joy,0.7500000000000001,0.9,Exceeded my expectations! Amazing product!
4345,neutral,-0.075,0.2,Complete waste of time and money! 😤
4346,neutral,-0.075,0.26249999999999996,"Average quality, meets basic expectations."
4347,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
4348,neutral,-0.075,0.26249999999999996,"Average quality, meets basic expectations."
4349,joy,0.4285714285714286,0.5357142857142857,"The product is okay, nothing special."
4350,neutral,-0.075,0.19999999999999998,Average experience overall.
4351,neutral,-0.075,0.2,Complete waste of time and money! 😤
4352,joy,0.5,0.5,"It works as described, nothing more."
4353,neutral,-0.075,0.2,Complete waste of time and money! 😤
4354,neutral,-0.075,0.19999999999999998,Average experience overall.
4355,sadness,-0.8749999999999998,0.6666666666666666,Defective product! Bad customer support!
4356,neutral,-0.075,0.26249999999999996,"Average quality, meets basic expectations."
4357,joy,0.9,0.875,Great service and excellent quality! 👏
4358,sadness,-0.625,0.6,Poor quality control! Avoid this product!
4359,sadness,-0.625,0.5,Terrible experience! Waste of money! 😡
4360,sadness,-0.5625,0.30000000000000004,Broken after one week! Useless product!
4361,joy,0.4285714285714286,0.5357142857142857,"The product is okay, nothing special."
4362,neutral,0.0,0.125,Functionality is basic but sufficient.
4363,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
4364,joy,0.6875,0.75,I love this product! It's amazing! 😍
4365,sadness,-1.0,0.9750000000000001,Very disappointed! Does not work as advertised!
4366,sadness,-0.8125,0.78,Very poor quality! Not recommended at all!
4367,joy,0.375,0.7375,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
4368,joy,0.6875,0.75,I love this product! It's amazing! 😍
4369,neutral,-0.075,0.2,Complete waste of time and money! 😤
4370,sadness,-0.6375,0.6333333333333333,Poor quality and bad customer service!
4371,neutral,-0.08333333333333333,0.25,Typical product with standard features.
4372,joy,0.375,0.7375,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
4373,sadness,-1.0,0.9750000000000001,Very disappointed! Does not work as advertised!
4374,neutral,-0.075,0.19999999999999998,Average experience overall.
4375,sadness,-0.8125,0.78,Very poor quality! Not recommended at all!
4376,sadness,-0.625,0.5,Terrible experience! Waste of money! 😡
4377,sadness,-0.6375,0.6333333333333333,Poor quality and bad customer service!
4378,joy,0.375,0.7375,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
4379,joy,0.7500000000000001,0.9,Exceeded my expectations! Amazing product!
4380,joy,1.0,1.0,Really impressed with the features and performance!
4381,sadness,-0.5625,0.30000000000000004,Broken after one week! Useless product!
4382,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
4383,neutral,0.16666666666666666,0.6666666666666666,Decent value for the price.
4384,joy,0.5,0.35,Absolutely love it! Worth every penny!
4385,sadness,-0.8749999999999998,0.6666666666666666,Defective product! Bad customer support!
4386,joy,0.65625,0.625,This is exactly what I was looking for! Perfect!
4387,anger,0.6,0.42000000000000004,Best purchase I've made this year! Highly recommended!
4388,joy,0.5,0.35,Absolutely love it! Worth every penny!
4389,neutral,0.16666666666666666,0.6666666666666666,Decent value for the price.
4390,sadness,-1.0,1.0,Worst purchase ever! Don't buy this!
4391,sadness,-1.0,0.9750000000000001,Very disappointed! Does not work as advertised!
4392,joy,0.90625,0.875,Great value for money! Very satisfied!
4393,neutral,0.0,0.125,Functionality is basic but sufficient.
4394,sadness,-0.625,0.5,Terrible experience! Waste of money! 😡
4395,joy,0.4285714285714286,0.5357142857142857,"The product is okay, nothing special."
4396,sadness,-0.5625,0.30000000000000004,Broken after one week! Useless product!
4397,joy,0.5,0.5,"It works as described, nothing more."
4398,joy,0.5,0.35,Absolutely love it! Worth every penny!
4399,sadness,-0.8749999999999998,0.6666666666666666,Defective product! Bad customer support!
4400,sadness,-0.8749999999999998,0.6666666666666666,Defective product! Bad customer support!
4401,sadness,-0.6375,0.6333333333333333,Poor quality and bad customer service!
4402,anger,0.6,0.42000000000000004,Best purchase I've made this year! Highly recommended!
4403,joy,0.7500000000000001,0.9,Exceeded my expectations! Amazing product!
4404,neutral,0.16666666666666666,0.6666666666666666,Decent value for the price.
4405,sadness,-0.5625,0.30000000000000004,Broken after one week! Useless product!
4406,joy,0.90625,0.875,Great value for money! Very satisfied!
4407,neutral,0.0,0.125,Functionality is basic but sufficient.
4408,neutral,-0.075,0.19999999999999998,Average experience overall.
4409,joy,0.5,0.5,"It works as described, nothing more."
4410,joy,0.5,0.35,Absolutely love it! Worth every penny!
4411,sadness,-0.625,0.6,Poor quality control! Avoid this product!
4412,sadness,-0.5625,0.30000000000000004,Broken after one week! Useless product!
4413,sadness,-0.625,0.5,Terrible experience! Waste of money! 😡
4414,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
4415,joy,0.90625,0.875,Great value for money! Very satisfied!
4416,sadness,-0.625,0.5,Terrible experience! Waste of money! 😡
4417,joy,0.375,0.7375,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
4418,sadness,-1.0,1.0,Worst purchase ever! Don't buy this!
4419,sadness,-0.6375,0.6333333333333333,Poor quality and bad customer service!
4420,joy,0.90625,0.875,Great value for money! Very satisfied!
4421,joy,0.7083333333333334,0.75,Nothing impressive but works fine.
4422,anger,0.6,0.42000000000000004,Best purchase I've made this year! Highly recommended!
4423,sadness,-0.5625,0.30000000000000004,Broken after one week! Useless product!
4424,joy,0.6875,0.75,I love this product! It's amazing! 😍
4425,neutral,0.16666666666666666,0.6666666666666666,Decent value for the price.
4426,sadness,-0.8125,0.78,Very poor quality! Not recommended at all!
4427,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
4428,neutral,0.0,0.125,Functionality is basic but sufficient.
4429,sadness,-1.0,0.9750000000000001,Very disappointed! Does not work as advertised!
4430,anger,0.6,0.42000000000000004,Best purchase I've made this year! Highly recommended!
4431,sadness,-0.625,0.5,Terrible experience! Waste of money! 😡
4432,joy,0.5,0.5,"It works as described, nothing more."
4433,neutral,0.0,0.125,Functionality is basic but sufficient.
4434,joy,0.90625,0.875,Great value for money! Very satisfied!
4435,joy,0.5,0.9,Fantastic experience with customer support!
4436,sadness,-0.59375,0.5375000000000001,Not worth the price! Very disappointed!
4437,joy,1.0,1.0,Really impressed with the features and performance!
4438,sadness,-0.625,0.6,Poor quality control! Avoid this product!
4439,sadness,-1.0,1.0,Worst purchase ever! Don't buy this!
4440,joy,0.5,0.35,Absolutely love it! Worth every penny!
4441,joy,0.7500000000000001,0.9,Exceeded my expectations! Amazing product!
4442,sadness,-0.8749999999999998,0.6666666666666666,Defective product! Bad customer support!
4443,sadness,-1.0,0.9750000000000001,Very disappointed! Does not work as advertised!
4444,neutral,0.0,0.0,Product meets minimum requirements.
4445,joy,0.65625,0.625,This is exactly what I was looking for! Perfect!
4446,neutral,0.0,0.0,Product meets minimum requirements.
4447,joy,0.4285714285714286,0.5357142857142857,"The product is okay, nothing special."
4448,joy,0.7083333333333334,0.75,Nothing impressive but works fine.
4449,joy,0.7500000000000001,0.9,Exceeded my expectations! Amazing product!
4450,neutral,0.16666666666666666,0.6666666666666666,Decent value for the price.
4451,joy,0.65625,0.625,This is exactly what I was looking for! Perfect!
4452,neutral,-0.08333333333333333,0.25,Typical product with standard features.
